Show_ID,Type,Title,Director,Release_Date,Genre
s343,Movie,Netflix Title 343,Steven Spielberg,"Jan 17, 2015",Dramas
s344,Movie,Netflix Title 344,Christopher Nolan,"Jan 1, 2022",Dramas
s345,Movie,Netflix Title 345,S.S. Rajamouli,"Mar 6, 2017",Comedies
s346,Movie,Netflix Title 346,S.S. Rajamouli,"Mar 5, 2021",Dramas
s347,Movie,Netflix Title 347,Christopher Nolan,"Feb 22, 2020",Comedies
s348,Movie,Netflix Title 348,Christopher Nolan,"Mar 3, 2020",Action
s349,Movie,Netflix Title 349,Steven Spielberg,"Feb 10, 2019",Horror
s350,Movie,Netflix Title 350,Christopher Nolan,"Feb 9, 2022",Documentaries
s351,Movie,Netflix Title 351,Steven Spielberg,"Mar 24, 2023",Horror
s352,TV Show,Netflix Title 352,Steven Spielberg,"Feb 15, 2017",Comedies
s353,Movie,Netflix Title 353,Christopher Nolan,"Mar 18, 2022",Comedies
s354,Movie,Netflix Title 354,Greta Gerwig,"Feb 17, 2022",Horror
s355,Movie,Netflix Title 355,Greta Gerwig,"Mar 7, 2017",Comedies
s356,Movie,Netflix Title 356,Steven Spielberg,"Jan 4, 2023",Dramas
s357,Movie,Netflix Title 357,Christopher Nolan,"Jan 1, 2019",Dramas
s358,Movie,Netflix Title 358,Greta Gerwig,"Jan 8, 2022",Comedies
s359,TV Show,Netflix Title 359,Christopher Nolan,"Jan 9, 2015",Comedies
s360,Movie,Netflix Title 360,Christopher Nolan,"Mar 2, 2022",Dramas
s361,Movie,Netflix Title 361,Christopher Nolan,"Mar 9, 2016",Comedies
s362,Movie,Netflix Title 362,nan,"Feb 14, 2018",Comedies
s363,Movie,Netflix Title 363,Christopher Nolan,"Feb 6, 2017",Horror
s364,Movie,Netflix Title 364,nan,"Mar 14, 2016",Documentaries
s365,TV Show,Netflix Title 365,Steven Spielberg,"Jan 19, 2020",Dramas
s366,Movie,Netflix Title 366,Greta Gerwig,"Feb 8, 2015",Horror
s367,TV Show,Netflix Title 367,Greta Gerwig,"Mar 2, 2020",Documentaries
s368,TV Show,Netflix Title 368,Greta Gerwig,"Feb 2, 2022",Comedies
s369,Movie,Netflix Title 369,Greta Gerwig,"Mar 2, 2021",Comedies
s370,Movie,Netflix Title 370,Greta Gerwig,"Mar 8, 2021",Horror
s371,Movie,Netflix Title 371,Greta Gerwig,"Feb 24, 2021",Comedies
s372,Movie,Netflix Title 372,Greta Gerwig,"Mar 22, 2021",Action
s373,Movie,Netflix Title 373,Steven Spielberg,"Jan 7, 2015",Horror
s374,Movie,Netflix Title 374,Christopher Nolan,"Jan 9, 2019",Documentaries
s375,Movie,Netflix Title 375,S.S. Rajamouli,"Jan 21, 2017",Horror
s376,Movie,Netflix Title 376,nan,"Jan 19, 2023",Dramas
s377,TV Show,Netflix Title 377,S.S. Rajamouli,"Jan 22, 2015",Horror
s378,Movie,Netflix Title 378,S.S. Rajamouli,"Mar 23, 2018",Comedies
s379,TV Show,Netflix Title 379,Christopher Nolan,"Feb 20, 2018",Comedies
s380,Movie,Netflix Title 380,Christopher Nolan,"Feb 14, 2016",Action
s381,Movie,Netflix Title 381,Christopher Nolan,"Feb 20, 2019",Action
s382,Movie,Netflix Title 382,Greta Gerwig,"Mar 22, 2018",Action
s383,Movie,Netflix Title 383,Steven Spielberg,"Jan 27, 2021",Documentaries
s384,TV Show,Netflix Title 384,Greta Gerwig,"Feb 12, 2021",Action
s385,TV Show,Netflix Title 385,Steven Spielberg,"Mar 14, 2016",Documentaries
s386,TV Show,Netflix Title 386,Steven Spielberg,"Feb 24, 2016",Action
s387,Movie,Netflix Title 387,S.S. Rajamouli,"Mar 11, 2023",Documentaries
s388,Movie,Netflix Title 388,S.S. Rajamouli,"Jan 15, 2023",Horror
s389,TV Show,Netflix Title 389,Steven Spielberg,"Mar 17, 2016",Horror
s390,TV Show,Netflix Title 390,Steven Spielberg,"Feb 6, 2015",Comedies
s391,TV Show,Netflix Title 391,Greta Gerwig,"Mar 24, 2016",Documentaries
s392,Movie,Netflix Title 392,Greta Gerwig,"Jan 6, 2019",Dramas
s393,Movie,Netflix Title 393,S.S. Rajamouli,"Jan 11, 2023",Comedies
s394,TV Show,Netflix Title 394,Christopher Nolan,"Jan 11, 2017",Horror
s395,Movie,Netflix Title 395,Steven Spielberg,"Jan 27, 2016",Documentaries
s396,TV Show,Netflix Title 396,Greta Gerwig,"Feb 15, 2017",Action
s397,TV Show,Netflix Title 397,S.S. Rajamouli,"Jan 19, 2015",Dramas
s398,Movie,Netflix Title 398,Greta Gerwig,"Feb 16, 2022",Horror
s399,TV Show,Netflix Title 399,Steven Spielberg,"Mar 5, 2015",Comedies
s400,TV Show,Netflix Title 400,Steven Spielberg,"Feb 23, 2015",Documentaries
s401,Movie,Netflix Title 401,nan,"Mar 25, 2022",Dramas
s402,TV Show,Netflix Title 402,Christopher Nolan,"Mar 10, 2021",Documentaries
s403,Movie,Netflix Title 403,nan,"Jan 21, 2019",Action
s404,TV Show,Netflix Title 404,S.S. Rajamouli,"Jan 24, 2015",Comedies
s405,Movie,Netflix Title 405,Greta Gerwig,"Mar 25, 2023",Documentaries
s406,TV Show,Netflix Title 406,S.S. Rajamouli,"Jan 20, 2017",Horror
s407,Movie,Netflix Title 407,Steven Spielberg,"Mar 12, 2019",Comedies
s408,Movie,Netflix Title 408,nan,"Feb 17, 2019",Horror
s409,TV Show,Netflix Title 409,nan,"Feb 16, 2021",Documentaries
s410,Movie,Netflix Title 410,nan,"Jan 3, 2016",Comedies
s411,Movie,Netflix Title 411,S.S. Rajamouli,"Feb 3, 2023",Horror
s412,TV Show,Netflix Title 412,Steven Spielberg,"Mar 9, 2016",Action
s413,TV Show,Netflix Title 413,Greta Gerwig,"Jan 13, 2018",Action
s414,Movie,Netflix Title 414,Greta Gerwig,"Mar 2, 2023",Documentaries
s415,Movie,Netflix Title 415,S.S. Rajamouli,"Jan 6, 2020",Comedies
s416,Movie,Netflix Title 416,nan,"Feb 1, 2018",Dramas
s417,Movie,Netflix Title 417,Christopher Nolan,"Jan 23, 2016",Comedies
s418,Movie,Netflix Title 418,S.S. Rajamouli,"Jan 24, 2022",Action
s419,Movie,Netflix Title 419,S.S. Rajamouli,"Mar 4, 2016",Horror
s420,TV Show,Netflix Title 420,Steven Spielberg,"Mar 6, 2019",Dramas
s421,TV Show,Netflix Title 421,Greta Gerwig,"Feb 22, 2015",Documentaries
s422,TV Show,Netflix Title 422,S.S. Rajamouli,"Jan 11, 2017",Dramas
s423,Movie,Netflix Title 423,S.S. Rajamouli,"Jan 25, 2015",Documentaries
s424,Movie,Netflix Title 424,nan,"Feb 22, 2019",Dramas
s425,Movie,Netflix Title 425,nan,"Mar 21, 2019",Documentaries
s426,Movie,Netflix Title 426,Christopher Nolan,"Feb 24, 2016",Documentaries
s427,Movie,Netflix Title 427,Steven Spielberg,"Feb 17, 2018",Dramas
s428,TV Show,Netflix Title 428,Christopher Nolan,"Feb 10, 2017",Dramas
s429,Movie,Netflix Title 429,nan,"Jan 3, 2020",Documentaries
s430,Movie,Netflix Title 430,Greta Gerwig,"Jan 12, 2020",Action
s431,Movie,Netflix Title 431,nan,"Jan 11, 2023",Dramas
s432,TV Show,Netflix Title 432,Steven Spielberg,"Feb 26, 2020",Comedies
s433,Movie,Netflix Title 433,nan,"Jan 20, 2021",Horror
s434,Movie,Netflix Title 434,Steven Spielberg,"Mar 17, 2022",Documentaries
s435,Movie,Netflix Title 435,Steven Spielberg,"Feb 12, 2020",Documentaries
s436,TV Show,Netflix Title 436,Steven Spielberg,"Jan 10, 2023",Horror
s437,Movie,Netflix Title 437,Steven Spielberg,"Feb 5, 2020",Action
s438,TV Show,Netflix Title 438,Steven Spielberg,"Mar 21, 2023",Horror
s439,TV Show,Netflix Title 439,Greta Gerwig,"Jan 23, 2021",Dramas
s440,Movie,Netflix Title 440,Christopher Nolan,"Jan 12, 2019",Horror
s441,Movie,Netflix Title 441,S.S. Rajamouli,"Jan 7, 2018",Documentaries
s442,TV Show,Netflix Title 442,Christopher Nolan,"Mar 19, 2023",Horror
s443,Movie,Netflix Title 443,Steven Spielberg,"Mar 8, 2015",Comedies
s444,Movie,Netflix Title 444,Greta Gerwig,"Mar 25, 2022",Dramas
s445,TV Show,Netflix Title 445,nan,"Jan 22, 2018",Horror
s446,TV Show,Netflix Title 446,Greta Gerwig,"Mar 9, 2016",Documentaries
s447,TV Show,Netflix Title 447,Steven Spielberg,"Feb 13, 2021",Dramas
s448,TV Show,Netflix Title 448,Greta Gerwig,"Feb 4, 2022",Documentaries
s449,Movie,Netflix Title 449,Greta Gerwig,"Jan 23, 2019",Action
s450,Movie,Netflix Title 450,Steven Spielberg,"Feb 11, 2020",Comedies
s451,TV Show,Netflix Title 451,Greta Gerwig,"Jan 17, 2021",Action
s452,Movie,Netflix Title 452,S.S. Rajamouli,"Feb 25, 2023",Comedies
s453,Movie,Netflix Title 453,S.S. Rajamouli,"Feb 27, 2017",Horror
s454,TV Show,Netflix Title 454,Greta Gerwig,"Mar 13, 2019",Dramas
s455,Movie,Netflix Title 455,nan,"Mar 11, 2015",Horror
s456,Movie,Netflix Title 456,Steven Spielberg,"Jan 15, 2018",Comedies
s457,Movie,Netflix Title 457,S.S. Rajamouli,"Feb 24, 2020",Comedies
s458,Movie,Netflix Title 458,nan,"Jan 15, 2023",Comedies
s459,Movie,Netflix Title 459,Greta Gerwig,"Feb 18, 2015",Documentaries
s460,Movie,Netflix Title 460,nan,"Feb 5, 2018",Dramas
s461,Movie,Netflix Title 461,Christopher Nolan,"Jan 11, 2022",Horror
s462,Movie,Netflix Title 462,S.S. Rajamouli,"Feb 1, 2016",Horror
s463,TV Show,Netflix Title 463,Greta Gerwig,"Feb 27, 2016",Action
s464,Movie,Netflix Title 464,Steven Spielberg,"Mar 26, 2019",Comedies
s465,TV Show,Netflix Title 465,Greta Gerwig,"Feb 5, 2020",Comedies
s466,Movie,Netflix Title 466,Steven Spielberg,"Feb 22, 2016",Comedies
s467,Movie,Netflix Title 467,Greta Gerwig,"Feb 10, 2017",Horror
s468,TV Show,Netflix Title 468,nan,"Feb 6, 2022",Action
s469,Movie,Netflix Title 469,nan,"Jan 11, 2015",Documentaries
s470,TV Show,Netflix Title 470,nan,"Jan 16, 2016",Dramas
s471,Movie,Netflix Title 471,Christopher Nolan,"Mar 12, 2020",Documentaries
s472,TV Show,Netflix Title 472,Steven Spielberg,"Jan 16, 2018",Horror
s473,Movie,Netflix Title 473,nan,"Mar 16, 2022",Comedies
s474,TV Show,Netflix Title 474,Christopher Nolan,"Mar 26, 2023",Dramas
s475,Movie,Netflix Title 475,Steven Spielberg,"Mar 5, 2023",Horror
s476,TV Show,Netflix Title 476,Greta Gerwig,"Feb 19, 2021",Horror
s477,Movie,Netflix Title 477,Christopher Nolan,"Mar 6, 2020",Horror
s478,Movie,Netflix Title 478,S.S. Rajamouli,"Feb 26, 2020",Dramas
s479,TV Show,Netflix Title 479,Christopher Nolan,"Mar 27, 2016",Dramas
s480,Movie,Netflix Title 480,Christopher Nolan,"Jan 11, 2019",Action
s481,Movie,Netflix Title 481,Steven Spielberg,"Feb 2, 2021",Action
s482,Movie,Netflix Title 482,Greta Gerwig,"Jan 10, 2022",Documentaries
s483,Movie,Netflix Title 483,S.S. Rajamouli,"Feb 4, 2015",Dramas
s484,Movie,Netflix Title 484,nan,"Mar 7, 2015",Dramas
s485,Movie,Netflix Title 485,nan,"Mar 20, 2022",Dramas
s486,TV Show,Netflix Title 486,Christopher Nolan,"Feb 22, 2020",Action
s487,Movie,Netflix Title 487,Steven Spielberg,"Jan 5, 2018",Horror
s488,Movie,Netflix Title 488,Steven Spielberg,"Jan 10, 2019",Comedies
s489,TV Show,Netflix Title 489,nan,"Feb 8, 2016",Action
s490,TV Show,Netflix Title 490,S.S. Rajamouli,"Mar 8, 2020",Dramas
s491,Movie,Netflix Title 491,Greta Gerwig,"Jan 27, 2023",Action
s492,Movie,Netflix Title 492,S.S. Rajamouli,"Jan 3, 2018",Documentaries
s493,Movie,Netflix Title 493,Greta Gerwig,"Jan 22, 2022",Dramas
s494,Movie,Netflix Title 494,nan,"Mar 27, 2016",Documentaries
s495,Movie,Netflix Title 495,Greta Gerwig,"Mar 1, 2023",Dramas
s496,Movie,Netflix Title 496,Steven Spielberg,"Jan 7, 2015",Action
s497,Movie,Netflix Title 497,Christopher Nolan,"Mar 20, 2018",Horror
s498,Movie,Netflix Title 498,Christopher Nolan,"Jan 3, 2017",Comedies
s499,TV Show,Netflix Title 499,nan,"Jan 7, 2015",Documentaries
s500,TV Show,Netflix Title 500,Steven Spielberg,"Feb 13, 2018",Action
s501,Movie,Netflix Title 501,S.S. Rajamouli,"Jan 20, 2019",Horror
s502,Movie,Netflix Title 502,Steven Spielberg,"Mar 18, 2018",Action
s503,Movie,Netflix Title 503,Christopher Nolan,"Jan 18, 2015",Documentaries
s504,TV Show,Netflix Title 504,Christopher Nolan,"Feb 26, 2018",Comedies
s505,Movie,Netflix Title 505,Steven Spielberg,"Mar 10, 2023",Action
s506,Movie,Netflix Title 506,Steven Spielberg,"Jan 5, 2015",Dramas
s507,TV Show,Netflix Title 507,Christopher Nolan,"Jan 22, 2016",Horror
s508,TV Show,Netflix Title 508,S.S. Rajamouli,"Jan 9, 2018",Action
s509,TV Show,Netflix Title 509,nan,"Jan 11, 2022",Horror
s510,TV Show,Netflix Title 510,nan,"Mar 21, 2017",Dramas
s511,Movie,Netflix Title 511,Steven Spielberg,"Feb 19, 2017",Comedies
s512,Movie,Netflix Title 512,nan,"Jan 7, 2021",Comedies
s513,TV Show,Netflix Title 513,Christopher Nolan,"Mar 26, 2022",Dramas
s514,TV Show,Netflix Title 514,Christopher Nolan,"Jan 21, 2018",Horror
s515,Movie,Netflix Title 515,Steven Spielberg,"Mar 10, 2018",Action
s516,Movie,Netflix Title 516,Steven Spielberg,"Mar 18, 2018",Dramas
s517,Movie,Netflix Title 517,Steven Spielberg,"Jan 8, 2023",Documentaries
s518,TV Show,Netflix Title 518,S.S. Rajamouli,"Mar 16, 2021",Horror
s519,TV Show,Netflix Title 519,nan,"Feb 14, 2023",Comedies
s520,Movie,Netflix Title 520,Steven Spielberg,"Mar 4, 2017",Dramas
s521,Movie,Netflix Title 521,Greta Gerwig,"Jan 1, 2017",Comedies
s522,Movie,Netflix Title 522,Greta Gerwig,"Mar 24, 2022",Horror
s523,TV Show,Netflix Title 523,Christopher Nolan,"Mar 4, 2016",Comedies
s524,TV Show,Netflix Title 524,nan,"Jan 24, 2022",Dramas
s525,TV Show,Netflix Title 525,Steven Spielberg,"Feb 4, 2017",Horror
s526,Movie,Netflix Title 526,Greta Gerwig,"Feb 25, 2015",Documentaries
s527,Movie,Netflix Title 527,nan,"Mar 21, 2022",Dramas
s528,Movie,Netflix Title 528,Christopher Nolan,"Mar 13, 2019",Action
s529,Movie,Netflix Title 529,S.S. Rajamouli,"Mar 21, 2023",Dramas
s530,TV Show,Netflix Title 530,nan,"Jan 25, 2020",Horror
s531,TV Show,Netflix Title 531,nan,"Feb 5, 2023",Dramas
s532,TV Show,Netflix Title 532,S.S. Rajamouli,"Feb 8, 2021",Documentaries
s533,TV Show,Netflix Title 533,nan,"Mar 6, 2019",Documentaries
s534,Movie,Netflix Title 534,Christopher Nolan,"Jan 20, 2017",Action
s535,TV Show,Netflix Title 535,Christopher Nolan,"Mar 22, 2018",Comedies
s536,TV Show,Netflix Title 536,S.S. Rajamouli,"Feb 19, 2018",Horror
s537,TV Show,Netflix Title 537,Steven Spielberg,"Mar 9, 2019",Horror
s538,Movie,Netflix Title 538,Greta Gerwig,"Jan 23, 2016",Comedies
s539,Movie,Netflix Title 539,Steven Spielberg,"Feb 5, 2023",Documentaries
s540,Movie,Netflix Title 540,nan,"Mar 19, 2023",Documentaries
s541,TV Show,Netflix Title 541,Greta Gerwig,"Feb 16, 2020",Dramas
s542,Movie,Netflix Title 542,S.S. Rajamouli,"Mar 16, 2022",Action
s543,Movie,Netflix Title 543,S.S. Rajamouli,"Feb 21, 2020",Action
s544,Movie,Netflix Title 544,Greta Gerwig,"Jan 8, 2015",Action
s545,Movie,Netflix Title 545,Christopher Nolan,"Mar 23, 2016",Dramas
s546,Movie,Netflix Title 546,Greta Gerwig,"Mar 9, 2015",Action
s547,Movie,Netflix Title 547,nan,"Mar 10, 2020",Comedies
s548,Movie,Netflix Title 548,Christopher Nolan,"Jan 17, 2018",Dramas
s549,Movie,Netflix Title 549,S.S. Rajamouli,"Mar 25, 2019",Comedies
s550,TV Show,Netflix Title 550,Greta Gerwig,"Jan 6, 2015",Dramas
s551,Movie,Netflix Title 551,Steven Spielberg,"Jan 25, 2017",Action
s552,TV Show,Netflix Title 552,Steven Spielberg,"Jan 9, 2022",Comedies
s553,Movie,Netflix Title 553,nan,"Feb 8, 2021",Comedies
s554,Movie,Netflix Title 554,Steven Spielberg,"Mar 6, 2015",Comedies
s555,TV Show,Netflix Title 555,Greta Gerwig,"Mar 23, 2021",Dramas
s556,Movie,Netflix Title 556,Greta Gerwig,"Jan 25, 2015",Horror
s557,Movie,Netflix Title 557,Steven Spielberg,"Feb 27, 2023",Action
s558,Movie,Netflix Title 558,Greta Gerwig,"Jan 9, 2020",Comedies
s559,TV Show,Netflix Title 559,nan,"Feb 20, 2018",Horror
s560,Movie,Netflix Title 560,Christopher Nolan,"Jan 3, 2015",Action
s561,TV Show,Netflix Title 561,nan,"Mar 17, 2021",Action
s562,Movie,Netflix Title 562,nan,"Jan 17, 2017",Comedies
s563,Movie,Netflix Title 563,Greta Gerwig,"Feb 15, 2018",Comedies
s564,Movie,Netflix Title 564,Christopher Nolan,"Feb 17, 2017",Dramas
s565,Movie,Netflix Title 565,Greta Gerwig,"Mar 20, 2017",Horror
s566,Movie,Netflix Title 566,S.S. Rajamouli,"Feb 26, 2015",Horror
s567,Movie,Netflix Title 567,Greta Gerwig,"Feb 2, 2021",Comedies
s568,Movie,Netflix Title 568,Greta Gerwig,"Mar 19, 2020",Action
s569,TV Show,Netflix Title 569,Greta Gerwig,"Jan 1, 2015",Comedies
s570,Movie,Netflix Title 570,Christopher Nolan,"Mar 21, 2015",Action
s571,Movie,Netflix Title 571,Greta Gerwig,"Jan 27, 2020",Action
s572,TV Show,Netflix Title 572,Christopher Nolan,"Jan 16, 2017",Comedies
s573,Movie,Netflix Title 573,Steven Spielberg,"Mar 12, 2023",Documentaries
s574,Movie,Netflix Title 574,S.S. Rajamouli,"Mar 4, 2021",Horror
s575,TV Show,Netflix Title 575,Christopher Nolan,"Feb 24, 2020",Action
s576,TV Show,Netflix Title 576,Steven Spielberg,"Mar 25, 2019",Action
s577,Movie,Netflix Title 577,Christopher Nolan,"Mar 14, 2022",Documentaries
s578,TV Show,Netflix Title 578,Christopher Nolan,"Mar 3, 2016",Dramas
s579,Movie,Netflix Title 579,S.S. Rajamouli,"Mar 19, 2017",Documentaries
s580,Movie,Netflix Title 580,nan,"Feb 20, 2022",Documentaries
s581,Movie,Netflix Title 581,nan,"Jan 17, 2019",Action
s582,TV Show,Netflix Title 582,Christopher Nolan,"Mar 5, 2015",Horror
s583,Movie,Netflix Title 583,Greta Gerwig,"Feb 1, 2019",Documentaries
s584,Movie,Netflix Title 584,Steven Spielberg,"Jan 14, 2019",Dramas
s585,Movie,Netflix Title 585,Greta Gerwig,"Feb 24, 2015",Comedies
s586,Movie,Netflix Title 586,Greta Gerwig,"Feb 18, 2023",Documentaries
s587,Movie,Netflix Title 587,Christopher Nolan,"Mar 22, 2019",Documentaries
s588,Movie,Netflix Title 588,Christopher Nolan,"Mar 2, 2021",Dramas
s589,Movie,Netflix Title 589,Christopher Nolan,"Jan 13, 2018",Horror
s590,Movie,Netflix Title 590,Christopher Nolan,"Feb 7, 2021",Documentaries
s591,Movie,Netflix Title 591,nan,"Feb 23, 2017",Documentaries
s592,Movie,Netflix Title 592,Christopher Nolan,"Feb 24, 2018",Horror
s593,Movie,Netflix Title 593,nan,"Jan 24, 2016",Dramas
s594,Movie,Netflix Title 594,nan,"Mar 10, 2023",Documentaries
s595,TV Show,Netflix Title 595,Christopher Nolan,"Jan 8, 2015",Horror
s596,Movie,Netflix Title 596,S.S. Rajamouli,"Feb 6, 2019",Documentaries
s597,Movie,Netflix Title 597,Steven Spielberg,"Feb 9, 2019",Comedies
s598,Movie,Netflix Title 598,Greta Gerwig,"Feb 26, 2018",Action
s599,Movie,Netflix Title 599,nan,"Jan 17, 2015",Comedies
s600,Movie,Netflix Title 600,Steven Spielberg,"Mar 27, 2017",Documentaries
s601,Movie,Netflix Title 601,S.S. Rajamouli,"Feb 2, 2023",Dramas
s602,Movie,Netflix Title 602,Greta Gerwig,"Mar 16, 2016",Action
s603,Movie,Netflix Title 603,Greta Gerwig,"Feb 6, 2020",Comedies
s604,Movie,Netflix Title 604,nan,"Feb 11, 2021",Horror
s605,Movie,Netflix Title 605,Christopher Nolan,"Mar 27, 2020",Dramas
s606,Movie,Netflix Title 606,S.S. Rajamouli,"Mar 9, 2020",Comedies
s607,Movie,Netflix Title 607,nan,"Mar 20, 2017",Horror
s608,Movie,Netflix Title 608,S.S. Rajamouli,"Mar 2, 2019",Documentaries
s609,Movie,Netflix Title 609,Christopher Nolan,"Feb 22, 2017",Horror
s610,Movie,Netflix Title 610,Christopher Nolan,"Feb 15, 2023",Comedies
s611,Movie,Netflix Title 611,nan,"Jan 16, 2020",Comedies
s612,TV Show,Netflix Title 612,Christopher Nolan,"Jan 27, 2018",Documentaries
s613,Movie,Netflix Title 613,Steven Spielberg,"Mar 2, 2018",Horror
s614,Movie,Netflix Title 614,Greta Gerwig,"Jan 19, 2023",Horror
s615,TV Show,Netflix Title 615,nan,"Feb 21, 2020",Documentaries
s616,TV Show,Netflix Title 616,S.S. Rajamouli,"Mar 16, 2019",Horror
s617,Movie,Netflix Title 617,Steven Spielberg,"Mar 24, 2020",Documentaries
s618,Movie,Netflix Title 618,nan,"Feb 25, 2015",Dramas
s619,TV Show,Netflix Title 619,Christopher Nolan,"Jan 13, 2018",Comedies
s620,TV Show,Netflix Title 620,Christopher Nolan,"Mar 17, 2023",Dramas
s621,Movie,Netflix Title 621,Christopher Nolan,"Mar 1, 2018",Action
s622,Movie,Netflix Title 622,Christopher Nolan,"Jan 13, 2020",Action
s623,Movie,Netflix Title 623,S.S. Rajamouli,"Feb 17, 2016",Action
s624,Movie,Netflix Title 624,Steven Spielberg,"Mar 22, 2016",Documentaries
s625,Movie,Netflix Title 625,Greta Gerwig,"Mar 20, 2019",Horror
s626,Movie,Netflix Title 626,S.S. Rajamouli,"Mar 25, 2018",Dramas
s627,Movie,Netflix Title 627,S.S. Rajamouli,"Jan 27, 2023",Dramas
s628,TV Show,Netflix Title 628,Greta Gerwig,"Mar 26, 2017",Dramas
s629,Movie,Netflix Title 629,Greta Gerwig,"Jan 11, 2023",Dramas
s630,Movie,Netflix Title 630,Christopher Nolan,"Jan 10, 2016",Action
s631,TV Show,Netflix Title 631,S.S. Rajamouli,"Jan 8, 2021",Dramas
s632,TV Show,Netflix Title 632,nan,"Jan 21, 2021",Horror
s633,Movie,Netflix Title 633,Greta Gerwig,"Mar 20, 2015",Action
s634,Movie,Netflix Title 634,Greta Gerwig,"Jan 14, 2019",Dramas
s635,Movie,Netflix Title 635,Steven Spielberg,"Mar 16, 2016",Documentaries
s636,Movie,Netflix Title 636,nan,"Mar 18, 2017",Comedies
s637,Movie,Netflix Title 637,nan,"Feb 26, 2015",Comedies
s638,Movie,Netflix Title 638,Greta Gerwig,"Mar 16, 2016",Comedies
s639,Movie,Netflix Title 639,Christopher Nolan,"Feb 16, 2021",Action
s640,Movie,Netflix Title 640,Steven Spielberg,"Feb 18, 2020",Dramas
s641,Movie,Netflix Title 641,nan,"Mar 19, 2018",Action
s642,Movie,Netflix Title 642,Greta Gerwig,"Mar 13, 2022",Horror
s643,Movie,Netflix Title 643,nan,"Feb 3, 2020",Documentaries
s644,Movie,Netflix Title 644,Steven Spielberg,"Jan 23, 2022",Documentaries
s645,Movie,Netflix Title 645,Steven Spielberg,"Mar 14, 2022",Comedies
s646,TV Show,Netflix Title 646,S.S. Rajamouli,"Mar 14, 2015",Comedies
s647,Movie,Netflix Title 647,Greta Gerwig,"Jan 6, 2023",Comedies
s648,Movie,Netflix Title 648,Steven Spielberg,"Mar 17, 2015",Dramas
s649,TV Show,Netflix Title 649,S.S. Rajamouli,"Feb 5, 2023",Horror
s650,Movie,Netflix Title 650,S.S. Rajamouli,"Feb 24, 2019",Horror
s651,Movie,Netflix Title 651,nan,"Feb 26, 2020",Horror
s652,Movie,Netflix Title 652,nan,"Feb 8, 2018",Horror
s653,Movie,Netflix Title 653,S.S. Rajamouli,"Feb 11, 2019",Comedies
s654,TV Show,Netflix Title 654,nan,"Mar 18, 2016",Documentaries
s655,Movie,Netflix Title 655,Steven Spielberg,"Mar 22, 2023",Comedies
s656,Movie,Netflix Title 656,Christopher Nolan,"Jan 4, 2020",Horror
s657,Movie,Netflix Title 657,Steven Spielberg,"Mar 11, 2020",Comedies
s658,Movie,Netflix Title 658,S.S. Rajamouli,"Mar 1, 2021",Horror
s659,Movie,Netflix Title 659,S.S. Rajamouli,"Mar 14, 2020",Action
s660,Movie,Netflix Title 660,Steven Spielberg,"Feb 25, 2015",Documentaries
s661,Movie,Netflix Title 661,nan,"Feb 6, 2019",Action
s662,TV Show,Netflix Title 662,nan,"Jan 5, 2015",Dramas
s663,Movie,Netflix Title 663,S.S. Rajamouli,"Feb 21, 2016",Comedies
s664,Movie,Netflix Title 664,Greta Gerwig,"Mar 3, 2018",Dramas
s665,Movie,Netflix Title 665,nan,"Mar 3, 2018",Comedies
s666,Movie,Netflix Title 666,Steven Spielberg,"Jan 1, 2018",Action
s667,Movie,Netflix Title 667,nan,"Mar 24, 2021",Horror
s668,Movie,Netflix Title 668,Steven Spielberg,"Jan 21, 2018",Horror
s669,Movie,Netflix Title 669,S.S. Rajamouli,"Jan 13, 2021",Comedies
s670,Movie,Netflix Title 670,nan,"Feb 23, 2019",Horror
